x,y,pop_est
1749375,5431375,44.69
1749625,5431375,63.64
1749875,5431375,167.34
1750125,5431375,148.68
1750375,5431375,10.91
1750625,5431375,81.82
1750875,5431375,2.73
1743625,5431625,5.38
1747125,5431625,21.0
1747375,5431625,109.5
1747625,5431625,107.44
1747875,5431625,68.44
1748125,5431625,195.91
1748375,5431625,151.5
1748625,5431625,194.79
1748875,5431625,226.6
1749125,5431625,152.82
1749375,5431625,87.15
1749625,5431625,193.18
1749875,5431625,215.68
1750125,5431625,142.31
1750375,5431625,74.25
1750625,5431625,106.34
1750875,5431625,134.8
1751125,5431625,11.03
1747125,5431875,39.0
1747375,5431875,37.5
1747875,5431875,10.67
1748125,5431875,181.54
1748375,5431875,148.55
1748625,5431875,167.8
1748875,5431875,238.8
1749125,5431875,203.76
1749375,5431875,236.4
1749625,5431875,123.46
1749875,5431875,250.02
1750125,5431875,217.21
1750375,5431875,141.65
1750625,5431875,111.62
1750875,5431875,101.14
1751125,5431875,146.15
1751375,5431875,44.99
1743625,5432125,7.93
1743875,5432125,8.08
1747875,5432125,69.2
1748125,5432125,206.69
1748375,5432125,181.46
1748625,5432125,117.83
1748875,5432125,188.04
1749125,5432125,239.72
1749375,5432125,227.07
1749625,5432125,143.37
1749875,5432125,251.31
1750125,5432125,192.85
1750375,5432125,190.8
1750625,5432125,135.37
1750875,5432125,270.62
1751125,5432125,305.25
1751375,5432125,191.13
1751625,5432125,40.0
1748125,5432375,107.47
1748375,5432375,223.69
1748625,5432375,140.91
1748875,5432375,128.98
1749125,5432375,152.44
1749375,5432375,164.21
1749625,5432375,192.73
1749875,5432375,164.73
1750125,5432375,180.99
1750375,5432375,209.88
1750625,5432375,159.34
1750875,5432375,100.16
1751125,5432375,199.56
1751375,5432375,179.81
1751625,5432375,38.88
1751875,5432375,1.94
1752125,5432375,23.23
1743625,5432625,2.54
1743875,5432625,2.69
1748125,5432625,97.68
1748375,5432625,214.91
1748625,5432625,196.23
1748875,5432625,236.81
1749125,5432625,257.55
1749375,5432625,87.1
1749625,5432625,57.46
1749875,5432625,127.94
1750125,5432625,146.12
1750375,5432625,178.86
1750625,5432625,245.19
1750875,5432625,175.94
1751125,5432625,7.2
1752125,5432625,29.03
1752375,5432625,1.94
1743875,5432875,5.23
1744625,5432875,2.69
1748125,5432875,110.26
1748375,5432875,31.2
1748625,5432875,158.02
1748875,5432875,155.31
1749125,5432875,96.29
1749625,5432875,26.79
1749875,5432875,42.86
1750125,5432875,178.45
1750375,5432875,225.45
1750625,5432875,214.77
1750875,5432875,126.09
1751125,5432875,40.72
1751625,5432875,1.94
1743125,5433125,2.54
1743375,5433125,2.54
1744125,5433125,5.38
1748625,5433125,23.78
1748875,5433125,28.26
1750125,5433125,51.84
1750375,5433125,157.25
1750625,5433125,160.18
1751875,5433125,12.79
1742875,5433375,2.54
1743375,5433375,2.54
1744375,5433375,5.38
1744875,5433375,2.69
1750125,5433375,136.92
1750375,5433375,219.24
1750625,5433375,146.87
1750875,5433375,1.94
1751375,5433375,17.06
1751625,5433375,83.16
1751875,5433375,17.06
1752875,5433375,5.28
1753125,5433375,5.28
1753375,5433375,2.64
1743125,5433625,2.54
1743375,5433625,2.54
1743625,5433625,2.54
1750125,5433625,143.95
1750375,5433625,213.32
1750625,5433625,187.23
1750875,5433625,192.56
1751125,5433625,35.54
1751375,5433625,21.6
1751625,5433625,23.46
1751875,5433625,123.68
1752125,5433625,2.13
1752375,5433625,69.68
1752625,5433625,94.2
1752875,5433625,23.77
1753125,5433625,7.92
1753375,5433625,2.64
1758625,5433625,2.55
1743625,5433875,2.69
1744375,5433875,2.69
1744625,5433875,5.38
1745375,5433875,2.69
1750125,5433875,143.95
1750375,5433875,197.11
1750625,5433875,37.8
1750875,5433875,10.58
1751125,5433875,199.65
1751375,5433875,100.06
1751625,5433875,2.53
1751875,5433875,17.68
1752125,5433875,97.86
1752375,5433875,147.07
1752625,5433875,220.51
1752875,5433875,131.51
1753125,5433875,5.28
1757875,5433875,32.9
1758125,5433875,148.6
1758375,5433875,342.12
1758625,5433875,172.5
1758875,5433875,3.2
1743625,5434125,2.54
1743875,5434125,2.69
1746875,5434125,3.0
1750125,5434125,95.15
1750375,5434125,211.32
1750625,5434125,28.89
1750875,5434125,31.29
1751125,5434125,185.39
1751375,5434125,253.53
1751625,5434125,136.44
1751875,5434125,110.0
1752125,5434125,175.66
1752375,5434125,179.75
1752625,5434125,254.83
1752875,5434125,245.54
1753125,5434125,138.51
1753375,5434125,91.47
1753625,5434125,11.23
1753875,5434125,40.91
1754125,5434125,35.45
1754375,5434125,2.2
1757375,5434125,80.77
1757625,5434125,230.54
1757875,5434125,328.57
1758125,5434125,302.95
1758375,5434125,276.66
1758625,5434125,241.76
1758875,5434125,12.8
1743625,5434375,2.54
1745125,5434375,2.69
1745875,5434375,2.69
1746875,5434375,4.5
1750125,5434375,76.73
1750375,5434375,246.28
1750625,5434375,250.27
1750875,5434375,284.74
1751125,5434375,256.48
1751375,5434375,320.0
1751625,5434375,195.13
1751875,5434375,261.29
1752125,5434375,257.64
1752375,5434375,265.41
1752625,5434375,229.72
1752875,5434375,299.6
1753125,5434375,284.25
1753375,5434375,235.36
1753625,5434375,229.53
1753875,5434375,187.92
1754125,5434375,43.64
1756625,5434375,2.8
1756875,5434375,5.6
1757125,5434375,121.46
1757375,5434375,344.62
1757625,5434375,290.02
1757875,5434375,387.32
1758125,5434375,359.7
1758375,5434375,294.86
1758625,5434375,5.85
1743875,5434625,13.16
1745375,5434625,2.69
1750125,5434625,21.69
1750375,5434625,233.35
1750625,5434625,173.03
1750875,5434625,211.09
1751125,5434625,156.12
1751375,5434625,152.36
1751625,5434625,126.6
1751875,5434625,189.14
1752125,5434625,205.42
1752375,5434625,242.65
1752625,5434625,207.03
1752875,5434625,47.09
1753125,5434625,259.85
1753375,5434625,262.34
1753625,5434625,185.88
1753875,5434625,51.58
1755875,5434625,4.0
1756625,5434625,4.2
1757125,5434625,220.63
1757375,5434625,520.18
1757625,5434625,244.67
1757875,5434625,110.16
1758125,5434625,210.07
1758375,5434625,257.8
1758625,5434625,48.99
1758875,5434625,1.29
1743875,5434875,18.7
1745375,5434875,2.69
1747125,5434875,1.5
1747375,5434875,4.38
1750125,5434875,50.53
1750375,5434875,179.28
1750625,5434875,254.82
1750875,5434875,202.59
1751125,5434875,222.33
1751375,5434875,2.92
1751625,5434875,187.38
1751875,5434875,203.64
1752125,5434875,283.94
1752375,5434875,264.93
1752625,5434875,278.32
1752875,5434875,159.86
1753125,5434875,287.74
1753375,5434875,214.03
1753625,5434875,26.4
1755125,5434875,1.82
1755875,5434875,4.0
1756125,5434875,2.79
1756375,5434875,5.57
1756875,5434875,2.8
1757125,5434875,51.19
1757375,5434875,64.2
1757625,5434875,217.14
1757875,5434875,17.4
1758125,5434875,213.89
1758375,5434875,284.26
1758625,5434875,218.81
1758875,5434875,34.59
1743625,5435125,20.34
1747375,5435125,2.88
1747625,5435125,13.14
1749875,5435125,3.11
1750125,5435125,216.73
1750375,5435125,224.25
1750625,5435125,313.81
1750875,5435125,258.35
1751125,5435125,414.77
1751375,5435125,488.71
1751625,5435125,111.04
1751875,5435125,167.03
1752125,5435125,179.59
1752375,5435125,236.17
1752625,5435125,146.64
1752875,5435125,313.74
1753125,5435125,164.54
1753375,5435125,252.76
1753625,5435125,162.87
1753875,5435125,2.56
1755125,5435125,3.64
1755375,5435125,5.45
1756125,5435125,50.16
1756375,5435125,89.3
1756625,5435125,58.62
1756875,5435125,29.03
1757125,5435125,160.3
1757375,5435125,147.2
1757625,5435125,230.38
1757875,5435125,31.52
1758125,5435125,50.85
1758375,5435125,273.98
1758625,5435125,262.58
1758875,5435125,304.21
1743625,5435375,55.19
1743875,5435375,2.69
1747375,5435375,2.88
1747625,5435375,5.88
1750125,5435375,61.58
1750375,5435375,225.31
1750625,5435375,295.49
1750875,5435375,209.42
1751125,5435375,184.67
1751375,5435375,193.27
1751625,5435375,190.34
1751875,5435375,202.4
1752125,5435375,109.22
1752375,5435375,202.41
1752625,5435375,244.62
1752875,5435375,18.67
1753125,5435375,24.44
1753375,5435375,157.23
1753625,5435375,210.55
1753875,5435375,55.88
1754125,5435375,4.98
1755125,5435375,3.64
1755375,5435375,5.84
1755625,5435375,1.82
1756125,5435375,28.8
1756375,5435375,93.29
1756625,5435375,56.67
1756875,5435375,145.87
1757125,5435375,59.32
1757375,5435375,35.9
1757625,5435375,63.88
1757875,5435375,30.23
1758125,5435375,13.95
1758375,5435375,89.5
1758625,5435375,260.58
1758875,5435375,300.38
1747625,5435625,2.88
1749125,5435625,3.0
1750125,5435625,58.46
1750375,5435625,248.12
1750625,5435625,306.64
1750875,5435625,295.05
1751125,5435625,192.9
1751375,5435625,206.43
1751625,5435625,254.66
1751875,5435625,165.56
1752125,5435625,172.0
1752375,5435625,231.68
1752625,5435625,248.52
1753125,5435625,2.86
1753375,5435625,200.48
1753625,5435625,218.45
1753875,5435625,218.93
1754125,5435625,92.05
1755125,5435625,6.6
1756125,5435625,14.4
1756375,5435625,49.07
1756625,5435625,78.22
1756875,5435625,127.52
1757125,5435625,77.53
1757375,5435625,28.11
1757625,5435625,170.83
1757875,5435625,2.33
1758125,5435625,149.13
1758375,5435625,252.54
1758625,5435625,313.69
1758875,5435625,177.88
1748125,5435875,4.38
1748375,5435875,1.5
1748875,5435875,3.0
1749125,5435875,4.5
1750125,5435875,3.0
1750375,5435875,3.08
1750625,5435875,98.43
1750875,5435875,181.02
1751125,5435875,240.77
1751375,5435875,289.27
1751625,5435875,309.3
1751875,5435875,222.67
1752125,5435875,161.22
1752375,5435875,188.89
1752625,5435875,133.38
1752875,5435875,27.2
1753375,5435875,198.48
1753625,5435875,175.42
1753875,5435875,146.32
1755125,5435875,9.85
1756375,5435875,79.37
1756625,5435875,125.29
1756875,5435875,74.78
1757125,5435875,31.88
1757375,5435875,43.64
1757625,5435875,166.11
1757875,5435875,68.18
1758125,5435875,73.45
1758375,5435875,84.37
1758625,5435875,114.96
1758875,5435875,15.57
1747875,5436125,2.88
1748125,5436125,8.64
1748375,5436125,5.88
1748875,5436125,3.0
1749125,5436125,10.29
1749375,5436125,4.5
1749625,5436125,3.0
1749875,5436125,7.43
1750375,5436125,2.93
1750625,5436125,5.86
1750875,5436125,229.61
1751125,5436125,250.95
1751375,5436125,207.0
1751625,5436125,234.72
1751875,5436125,65.95
1752125,5436125,103.31
1752375,5436125,147.43
1752625,5436125,63.0
1752875,5436125,3.0
1753375,5436125,50.61
1754625,5436125,2.2
1754875,5436125,4.02
1756125,5436125,27.38
1756375,5436125,106.8
1756625,5436125,94.97
1757125,5436125,2.44
1757375,5436125,135.41
1757625,5436125,134.64
1757875,5436125,139.09
1758125,5436125,53.31
1758375,5436125,50.0
1758625,5436125,79.73
1758875,5436125,140.3
1748375,5436375,7.26
1748625,5436375,11.81
1748875,5436375,11.93
1750125,5436375,2.93
1750625,5436375,2.93
1750875,5436375,143.13
1751125,5436375,224.13
1751375,5436375,182.9
1751625,5436375,205.58
1751875,5436375,113.54
1752125,5436375,118.97
1752375,5436375,38.87
1752625,5436375,212.22
1752875,5436375,132.62
1754625,5436375,2.2
1754875,5436375,2.2
1756125,5436375,2.74
1756625,5436375,41.1
1756875,5436375,96.14
1757125,5436375,17.6
1757375,5436375,89.34
1757625,5436375,132.15
1757875,5436375,121.58
1758125,5436375,114.37
1758375,5436375,61.11
1758625,5436375,64.13
1758875,5436375,122.93
1748625,5436625,11.53
1748875,5436625,8.79
1750875,5436625,19.78
1751125,5436625,195.95
1751375,5436625,179.55
1751625,5436625,171.99
1751875,5436625,318.55
1752125,5436625,21.32
1752375,5436625,30.54
1752625,5436625,171.62
1752875,5436625,212.46
1753125,5436625,11.03
1753375,5436625,77.18
1754625,5436625,2.2
1754875,5436625,13.2
1755125,5436625,3.64
1756625,5436625,9.12
1756875,5436625,118.11
1757125,5436625,225.25
1757375,5436625,97.47
1757625,5436625,225.35
1757875,5436625,224.73
1758125,5436625,77.21
1758375,5436625,86.8
1758625,5436625,80.16
1758875,5436625,26.4
1748625,5436875,5.76
1748875,5436875,14.46
1750875,5436875,18.9
1751125,5436875,179.92
1751375,5436875,116.44
1751625,5436875,197.86
1751875,5436875,110.29
1752125,5436875,18.71
1752625,5436875,55.81
1752875,5436875,175.29
1753125,5436875,77.49
1753375,5436875,121.28
1753625,5436875,41.35
1755125,5436875,3.64
1756875,5436875,30.45
1757125,5436875,218.52
1757375,5436875,234.74
1757625,5436875,217.52
1757875,5436875,178.22
1758125,5436875,51.63
1758375,5436875,156.14
1758625,5436875,160.92
1758875,5436875,145.0
1748875,5437125,14.46
1749125,5437125,5.86
1750875,5437125,194.67
1751125,5437125,252.76
1751375,5437125,175.72
1751625,5437125,175.32
1751875,5437125,141.19
1752125,5437125,54.4
1752375,5437125,14.84
1752625,5437125,4.23
1753125,5437125,113.39
1753375,5437125,38.59
1753625,5437125,19.29
1754375,5437125,4.4
1754625,5437125,8.8
1754875,5437125,13.2
1755125,5437125,7.65
1756875,5437125,8.64
1757125,5437125,14.55
1757375,5437125,157.96
1757625,5437125,224.26
1757875,5437125,218.45
1758125,5437125,109.57
1758375,5437125,158.6
1758625,5437125,130.32
1758875,5437125,77.1
1748875,5437375,2.88
1749125,5437375,2.93
1750875,5437375,236.89
1751125,5437375,211.42
1751375,5437375,98.42
1751625,5437375,69.31
1751875,5437375,22.25
1752125,5437375,7.42
1752375,5437375,7.42
1752625,5437375,6.35
1753125,5437375,20.91
1753375,5437375,116.23
1753625,5437375,167.48
1753875,5437375,34.85
1754625,5437375,15.4
1754875,5437375,5.84
1755125,5437375,3.64
1757375,5437375,19.05
1757625,5437375,11.53
1757875,5437375,18.15
1758125,5437375,131.12
1758375,5437375,128.62
1758625,5437375,96.12
1758875,5437375,10.5
1749125,5437625,5.81
1749375,5437625,17.59
1750875,5437625,85.69
1751125,5437625,88.5
1751375,5437625,145.3
1751625,5437625,68.28
1751875,5437625,74.18
1752625,5437625,2.47
1752875,5437625,4.23
1753625,5437625,12.12
1753875,5437625,18.18
1754625,5437625,2.2
1754875,5437625,4.4
1755125,5437625,7.27
1758375,5437625,13.55
1758625,5437625,48.52
1758875,5437625,15.0
1749375,5437875,8.79
1750875,5437875,26.47
1751125,5437875,235.63
1751375,5437875,62.76
1751625,5437875,123.84
1751875,5437875,79.12
1752625,5437875,2.47
1752875,5437875,4.59
1754625,5437875,4.4
1754875,5437875,6.6
1755125,5437875,4.02
1758375,5437875,7.5
1758625,5437875,12.5
1758875,5437875,7.5
1749625,5438125,5.81
1751125,5438125,111.12
1751375,5438125,127.48
1751625,5438125,53.47
1751875,5438125,2.47
1755125,5438125,2.2
1755375,5438125,4.02
1758375,5438125,7.5
1758625,5438125,2.5
1758875,5438125,7.5
1749625,5438375,2.88
1749875,5438375,5.86
1751125,5438375,9.27
1751375,5438375,169.21
1751625,5438375,97.35
1753125,5438375,24.95
1755625,5438375,5.37
1758375,5438375,12.5
1749625,5438625,2.88
1749875,5438625,5.81
1751375,5438625,50.99
1751625,5438625,41.72
1753375,5438625,31.95
1753875,5438625,143.31
1754125,5438625,69.11
1755625,5438625,3.55
1750125,5438875,8.74
1753375,5438875,110.53
1753875,5438875,69.0
1754125,5438875,46.58
1758375,5438875,5.56
1750125,5439125,5.81
1750375,5439125,2.93
1752625,5439125,65.9
1752875,5439125,109.5
1753125,5439125,80.9
1753375,5439125,73.12
1758625,5439125,8.33
1749375,5439375,2.88
1750125,5439375,2.88
1750375,5439375,2.88
1752125,5439375,6.25
1752375,5439375,138.74
1752625,5439375,222.38
1752875,5439375,133.59
1753125,5439375,72.11
1753375,5439375,186.36
1753875,5439375,9.75
1758625,5439375,2.78
1750625,5439625,5.86
1750875,5439625,5.86
1752125,5439625,19.49
1752375,5439625,215.39
1752625,5439625,187.9
1752875,5439625,82.99
1753125,5439625,138.38
1753375,5439625,86.07
1753625,5439625,26.0
1753875,5439625,3.25
1754375,5439625,3.55
1758625,5439625,2.78
1749375,5439875,5.76
1750875,5439875,11.72
1752125,5439875,30.01
1752375,5439875,207.38
1752625,5439875,233.57
1752875,5439875,197.33
1753125,5439875,20.27
1753375,5439875,109.37
1753625,5439875,20.03
1753875,5439875,3.25
1754375,5439875,9.0
1754875,5439875,3.55
1750875,5440125,8.79
1751125,5440125,2.93
1751875,5440125,51.52
1752125,5440125,123.52
1752375,5440125,214.22
1752625,5440125,202.76
1752875,5440125,223.35
1753125,5440125,83.82
1753375,5440125,133.66
1753625,5440125,20.81
1753875,5440125,12.17
1754125,5440125,12.17
1754375,5440125,9.0
1754625,5440125,15.0
1754875,5440125,9.0
1755125,5440125,6.55
1751125,5440375,11.62
1751875,5440375,112.12
1752125,5440375,124.69
1752375,5440375,155.11
1752625,5440375,194.12
1752875,5440375,210.81
1753125,5440375,137.8
1753375,5440375,155.0
1753625,5440375,67.89
1753875,5440375,133.44
1754125,5440375,67.42
1754625,5440375,15.0
1754875,5440375,12.0
1751125,5440625,8.64
1751375,5440625,2.88
1752375,5440625,161.06
1752625,5440625,146.94
1752875,5440625,183.53
1753125,5440625,127.3
1753375,5440625,155.08
1753625,5440625,65.19
1753875,5440625,135.6
1754125,5440625,70.67
1754375,5440625,9.13
1754875,5440625,15.0
1755125,5440625,6.55
1755375,5440625,14.19
1748625,5440875,2.88
1748875,5440875,5.76
1750625,5440875,2.88
1752125,5440875,8.78
1752375,5440875,177.14
1752625,5440875,205.13
1752875,5440875,161.95
1753125,5440875,133.78
1753375,5440875,81.69
1753625,5440875,119.23
1753875,5440875,103.9
1754125,5440875,31.79
1754375,5440875,18.26
1754625,5440875,15.22
1754875,5440875,9.13
1748625,5441125,2.88
1750875,5441125,2.88
1752375,5441125,87.53
1752625,5441125,158.93
1752875,5441125,156.88
1753125,5441125,182.53
1753375,5441125,150.12
1753625,5441125,59.21
1753875,5441125,49.03
1754125,5441125,175.51
1754375,5441125,46.67
1754625,5441125,2.56
1754875,5441125,6.09
1755125,5441125,3.04
1755625,5441125,17.74
1752375,5441375,2.93
1752625,5441375,95.0
1752875,5441375,192.44
1753125,5441375,202.97
1753375,5441375,61.02
1753625,5441375,22.86
1753875,5441375,33.65
1754125,5441375,137.1
1754375,5441375,179.04
1754625,5441375,55.34
1755625,5441375,7.1
1755875,5441375,10.65
1752875,5441625,228.31
1753125,5441625,270.07
1753375,5441625,140.17
1753625,5441625,217.4
1753875,5441625,201.43
1754125,5441625,161.47
1754375,5441625,144.27
1754625,5441625,5.76
1755875,5441625,3.55
1756125,5441625,7.1
1756375,5441625,7.1
1749125,5441875,2.88
1752875,5441875,173.89
1753125,5441875,226.67
1753375,5441875,154.03
1753625,5441875,203.25
1753875,5441875,214.38
1754125,5441875,93.05
1754375,5441875,13.24
1756125,5441875,7.1
1756375,5441875,7.1
1756625,5441875,3.55
1752875,5442125,17.42
1753125,5442125,119.28
1753375,5442125,241.92
1753625,5442125,161.83
1753875,5442125,233.83
1754125,5442125,103.83
1754375,5442125,10.59
1756625,5442125,3.55
1753125,5442375,9.85
1753375,5442375,157.37
1753625,5442375,182.47
1753875,5442375,128.39
1754125,5442375,234.18
1754375,5442375,20.64
1753125,5442625,2.68
1753375,5442625,0.54
1753625,5442625,92.83
1753875,5442625,118.35
1754125,5442625,319.39
1754375,5442625,123.58
1756125,5442625,7.91
1756375,5442625,60.71
1753125,5442875,0.54
1753375,5442875,0.54
1753625,5442875,80.89
1753875,5442875,9.66
1754125,5442875,216.68
1754375,5442875,165.04
1756125,5442875,238.66
1756375,5442875,221.33
1753375,5443125,0.54
1753625,5443125,9.33
1754375,5443125,1.61
1754625,5443125,13.24
1754875,5443125,115.68
1755125,5443125,3.33
1756125,5443125,265.85
1756375,5443125,277.91
1756625,5443125,10.83
1753375,5443375,0.54
1753625,5443375,17.18
1753875,5443375,6.98
1754875,5443375,97.49
1755125,5443375,200.35
1755375,5443375,142.13
1755625,5443375,183.15
1756125,5443375,231.54
1756375,5443375,276.93
1756625,5443375,282.21
1756875,5443375,101.11
1753625,5443625,18.79
1753875,5443625,48.86
1754125,5443625,186.26
1754375,5443625,311.57
1754625,5443625,1.69
1754875,5443625,123.4
1755125,5443625,174.21
1755375,5443625,173.55
1755625,5443625,263.57
1755875,5443625,158.65
1756125,5443625,246.4
1756375,5443625,324.37
1756625,5443625,335.33
1756875,5443625,46.78
1757375,5443625,3.89
